time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,d_target_mm,d_preload_mm,d_actual_mm,d_mm,q_mm,d_error_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780428585.215619,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,1.3765,1.381300,-2415.4180,11533.1840,3181.8160,-1411.0206,5813.1941,1087.9425,12205.4304,,,
1780428585.303708,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,1.4648,1.390500,-2409.4080,11530.7830,3192.4640,-1405.0106,5810.7931,1098.5905,12204.7544,,,
1780428585.391370,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,1.5529,1.390800,-2412.4130,11534.9910,3184.7200,-1408.0156,5815.0011,1090.8465,12207.3009,,,
1780428585.479752,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,1.6409,1.387100,-2414.2160,11534.9910,3189.5590,-1409.8186,5815.0011,1095.6855,12208.9206,,,
1780428585.567043,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,1.7289,1.394200,-2416.6200,11540.4000,3188.5920,-1412.2226,5820.4101,1094.7185,12214.2541,,,
1780428585.656161,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,1.8169,1.395000,-2414.8170,11536.7990,3188.5920,-1410.4196,5816.8091,1094.7185,12210.4951,,,
1780428585.744697,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,1.9059,1.392900,-2410.6100,11531.9840,3179.8800,-1406.2126,5811.9941,1086.0065,12202.8412,,,
1780428585.831886,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,1.9941,1.391200,-2413.0140,11533.7860,3186.6560,-1408.6166,5813.7961,1092.7825,12206.7863,,,
1780428585.919448,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.0814,1.395700,-2415.4180,11534.3890,3188.5920,-1411.0206,5814.3991,1094.7185,12208.3370,,,
1780428586.008822,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.1695,1.390600,-2411.2110,11534.3890,3187.6240,-1406.8136,5814.3991,1093.7505,12207.2526,,,
1780428586.095557,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.2586,1.384900,-2410.6100,11545.2100,3186.6560,-1406.2126,5825.2201,1092.7825,12217.1065,,,
1780428586.185129,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.3459,1.394400,-2416.0190,11532.5910,3190.5270,-1411.6216,5812.6011,1096.6535,12207.2628,,,
1780428586.273620,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.4341,1.388600,-2406.4030,11531.3860,3179.8800,-1402.0056,5811.3961,1086.0065,12201.4456,,,
1780428586.361748,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.5226,1.383900,-2407.6050,11537.3910,3188.5920,-1403.2076,5817.4011,1094.7185,12209.6303,,,
1780428586.449166,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.6108,1.382800,-2414.2160,11537.3910,3186.6560,-1409.8186,5817.4011,1092.7825,12210.4302,,,
1780428586.537708,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.6982,1.386500,-2411.8120,11537.3910,3189.5590,-1407.4146,5817.4011,1095.6855,12210.7131,,,
1780428586.624987,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.7873,1.385200,-2407.6050,11534.3890,3181.8160,-1403.2076,5814.3991,1087.9425,12205.0254,,,
1780428586.713330,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.8752,1.379100,-2414.8170,11536.1920,3185.6870,-1410.4196,5816.2021,1091.8135,12209.1633,,,
1780428586.800871,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,2.9633,1.386700,-2414.8170,11534.9910,3183.7520,-1410.4196,5815.0011,1089.8785,12207.5237,,,
1780428586.890246,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.0509,1.384400,-2414.2160,11535.5940,3184.7200,-1409.8186,5815.6041,1090.8465,12208.2271,,,
1780428586.978397,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.1395,1.380500,-2408.2060,11531.3860,3183.7520,-1403.8086,5811.3961,1089.8785,12202.8110,,,
1780428587.066446,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.2276,1.391700,-2411.2110,11532.5910,3184.7200,-1406.8136,5812.6011,1090.8465,12204.7956,,,
1780428587.154366,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.3156,1.391500,-2412.4130,11533.7860,3184.7200,-1408.0156,5813.7961,1090.8465,12206.1623,,,
1780428587.242511,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.4037,1.386500,-2411.8120,11537.9940,3184.7200,-1407.4146,5818.0041,1090.8465,12210.0198,,,
1780428587.330486,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.4914,1.385400,-2410.0090,11536.7990,3185.6870,-1405.6116,5816.8091,1091.8135,12208.7868,,,
1780428587.418833,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.5796,1.384100,-2413.0140,11534.3890,3181.8160,-1408.6166,5814.3991,1087.9425,12206.0935,,,
1780428587.506191,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.6677,1.380900,-2410.0090,11536.7990,3188.5920,-1405.6116,5816.8091,1094.7185,12209.5452,,,
1780428587.594685,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.7558,1.386900,-2413.6150,11536.1920,3183.7520,-1409.2176,5816.2021,1089.8785,12208.4209,,,
1780428587.682944,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.8439,1.389800,-2418.4230,11531.9840,3186.6560,-1414.0256,5811.9941,1092.7825,12206.1542,,,
1780428587.770609,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,3.9320,1.387900,-2410.0090,11539.1990,3185.6870,-1405.6116,5819.2091,1091.8135,12211.0548,,,
1780428587.859273,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.0200,1.387400,-2411.8120,11533.1840,3178.9120,-1407.4146,5813.1941,1085.0385,12203.9605,,,
1780428587.947440,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.1083,1.375500,-2416.6200,11539.7970,3189.5590,-1412.2226,5819.8071,1095.6855,12213.9369,,,
1780428588.035658,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.1964,1.375800,-2414.8170,11537.3910,3196.3360,-1410.4196,5817.4011,1102.4625,12213.0789,,,
1780428588.123292,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.2845,1.379800,-2413.0140,11542.2020,3176.9760,-1408.6166,5822.2121,1083.1025,12212.2168,,,
1780428588.212045,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.3732,1.375500,-2414.2160,11537.3910,3187.6240,-1409.8186,5817.4011,1093.7505,12210.6829,,,
1780428588.300347,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.4614,1.381500,-2409.4080,11531.3860,3184.7200,-1405.0106,5811.3961,1090.8465,12203.3008,,,
1780428588.388010,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.5494,1.388400,-2410.0090,11534.3890,3181.8160,-1405.6116,5814.3991,1087.9425,12205.4998,,,
1780428588.476675,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.6374,1.380200,-2413.0140,11534.9910,3186.6560,-1408.6166,5815.0011,1092.7825,12207.9249,,,
1780428588.563713,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.7256,1.380800,-2409.4080,11534.9910,3182.7850,-1405.0106,5815.0011,1088.9115,12206.2027,,,
1780428588.652075,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.8133,1.383500,-2413.6150,11540.4000,3180.8470,-1409.2176,5820.4101,1086.9735,12211.6402,,,
1780428588.740311,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.9016,1.380200,-2405.2010,11534.9910,3188.5920,-1400.8036,5815.0011,1094.7185,12206.8886,,,
1780428588.828650,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,4.9895,1.377200,-2414.2160,11535.5940,3177.9430,-1409.8186,5815.6041,1084.0695,12206.4610,,,
1780428588.916430,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.0776,1.379000,-2413.0140,11533.1840,3194.3990,-1408.6166,5813.1941,1100.5255,12208.2413,,,
1780428589.004675,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.1659,1.382300,-2414.8170,11541.5990,3187.6240,-1410.4196,5821.6091,1093.7505,12214.7777,,,
1780428589.093572,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.2544,1.377500,-2415.4180,11533.7860,3188.5920,-1411.0206,5813.7961,1094.7185,12207.7673,,,
1780428589.181213,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.3425,1.382900,-2414.2160,11537.9940,3182.7850,-1409.8186,5818.0041,1088.9115,12209.9904,,,
1780428589.269700,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.4307,1.378100,-2414.2160,11539.1990,3191.4960,-1409.8186,5819.2091,1097.6225,12213.4024,,,
1780428589.358142,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.5189,1.380800,-2408.2060,11536.1920,3182.7850,-1403.8086,5816.2021,1088.9115,12207.1005,,,
1780428589.445218,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.6073,1.372900,-2410.6100,11531.9840,3185.6870,-1406.2126,5811.9941,1091.8135,12204.3557,,,
1780428589.533799,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.6948,1.377100,-2411.8120,11533.7860,3195.3680,-1407.4146,5813.7961,1101.4945,12208.8260,,,
1780428589.621742,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.7833,1.376700,-2411.8120,11535.5940,3185.6870,-1407.4146,5815.6041,1091.8135,12208.0042,,,
1780428589.710537,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.8714,1.375200,-2411.2110,11537.3910,3186.6560,-1406.8136,5817.4011,1092.7825,12209.8364,,,
1780428589.797618,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,5.9594,1.376700,-2408.8070,11537.3910,3185.6870,-1404.4096,5817.4011,1091.8135,12209.1091,,,
1780428589.886184,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.0469,1.374900,-2414.2160,11540.4000,3186.6560,-1409.8186,5820.4101,1092.7825,12213.2734,,,
1780428589.973935,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.1356,1.371200,-2407.6050,11533.7860,3180.8470,-1403.2076,5813.7961,1086.9735,12204.2029,,,
1780428590.062257,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.2239,1.370200,-2408.2060,11536.7990,3184.7200,-1403.8086,5816.8091,1090.8465,12208.1788,,,
1780428590.150841,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.3120,1.370300,-2410.0090,11534.9910,3188.5920,-1405.6116,5815.0011,1094.7185,12207.8368,,,
1780428590.238839,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.4001,1.373100,-2414.8170,11534.9910,3182.7850,-1410.4196,5815.0011,1088.9115,12207.2716,,,
1780428590.327441,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.4882,1.381700,-2411.8120,11537.9940,3187.6240,-1407.4146,5818.0041,1093.7505,12210.7776,,,
1780428590.414258,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.5763,1.377000,-2412.4130,11541.5990,3188.5920,-1408.0156,5821.6091,1094.7185,12214.5554,,,
1780428590.503510,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.6643,1.375000,-2414.2160,11536.7990,3191.4960,-1409.8186,5816.8091,1097.6225,12211.1350,,,
1780428590.591577,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.7525,1.376400,-2410.0090,11536.1920,3178.9120,-1405.6116,5816.2021,1085.0385,12206.4471,,,
1780428590.679462,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.8404,1.371900,-2414.2160,11536.7990,3189.5590,-1409.8186,5816.8091,1095.6855,12210.6288,,,
1780428590.766769,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,6.9286,1.367300,-2409.4080,11534.9910,3191.4960,-1405.0106,5815.0011,1097.6225,12208.4770,,,
1780428590.855674,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.0162,1.374000,-2411.2110,11533.7860,3184.7200,-1406.8136,5813.7961,1090.8465,12205.9248,,,
1780428590.943697,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.1051,1.370000,-2405.8020,11536.1920,3187.6240,-1401.4046,5816.2021,1093.7505,12207.8891,,,
1780428591.031984,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.1931,1.364600,-2410.6100,11534.3890,3181.8160,-1406.2126,5814.3991,1087.9425,12205.6185,,,
1780428591.120397,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.2813,1.365200,-2409.4080,11534.9910,3186.6560,-1405.0106,5815.0011,1092.7825,12207.2127,,,
1780428591.208061,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.3692,1.371800,-2416.0190,11535.5940,3183.7520,-1411.6216,5815.6041,1089.8785,12208.3313,,,
1780428591.296119,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.4574,1.378200,-2415.4180,11542.8000,3183.7520,-1411.0206,5822.8101,1089.8785,12215.0216,,,
1780428591.384265,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.5454,1.368300,-2415.4180,11538.5920,3180.8470,-1411.0206,5818.6021,1086.9735,12210.2882,,,
1780428591.472898,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.6335,1.367200,-2414.8170,11541.0020,3185.6870,-1410.4196,5821.0121,1091.8135,12213.7083,,,
1780428591.561097,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.7219,1.371200,-2409.4080,11534.3890,3182.7850,-1405.0106,5814.3991,1088.9115,12205.6338,,,
1780428591.648534,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.8101,1.370700,-2411.8120,11534.3890,3186.6560,-1407.4146,5814.3991,1092.7825,12207.1185,,,
1780428591.737323,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.8977,1.380300,-2410.6100,11536.1920,3185.6870,-1406.2126,5816.2021,1091.8135,12208.3319,,,
1780428591.824602,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,7.9862,1.375200,-2411.2110,11537.3910,3191.4960,-1406.8136,5817.4011,1097.6225,12211.1005,,,
1780428591.913013,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,8.0742,1.369100,-2416.6200,11539.1990,3190.5270,-1412.2226,5819.2091,1096.6535,12213.6247,,,
1780428592.001209,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,8.1624,1.374800,-2405.8020,11538.5920,3184.7200,-1401.4046,5818.6021,1090.8465,12209.3993,,,
1780428592.088552,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,8.2502,1.368800,-2410.0090,11537.9940,3185.6870,-1405.6116,5818.0041,1091.8135,12209.9161,,,
1780428592.177274,session_20260602_151614,3,3,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.1100,8.3385,1.370300,-2410.6100,11531.3860,3189.5590,-1406.2126,5811.3961,1095.6855,12204.8019,,,
