pc_time_s,t_ms,status,Bx,By,Bz
1778603177.087714,93476,,-27.3,64.05,22.99
1778603177.318586,93706,,-27.15,64.5,22.99
1778603177.554624,93935,,-26.4,65.4,22.264
1778603177.786728,94170,,-25.65,65.85,23.232
1778603178.018193,94400,,-25.2,66.0,22.748
1778603178.249349,94631,,-25.05,66.45,22.748
1778603178.48056,94861,,-24.15,66.9,22.99
1778603178.711796,95091,,-23.7,67.05,23.232
1778603178.942959,95320,,-23.1,67.05,22.748
1778603179.178603,95555,,-22.8,67.8,22.506
1778603179.410133,95784,,-22.2,67.95,22.748
1778603179.641182,96015,,-21.6,67.95,22.264
1778603179.872488,96244,,-21.3,68.25,22.748
1778603180.1034398,96474,,-20.55,69.0,22.506
1778603180.335068,96703,,-20.7,69.3,22.748
1778603180.570621,96936,,-20.1,69.45,22.506
1778603180.8016891,97167,,-18.75,69.45,22.506
1778603181.033063,97396,,-18.75,69.45,23.232
1778603181.2638998,97626,,-18.45,69.9,22.506
1778603181.495798,97855,,-17.85,70.35,22.748
1778603181.726214,98086,,-17.25,70.5,22.99
1778603181.957713,98315,,-16.8,70.65,23.232
1778603182.193726,98550,,-16.2,70.65,22.748
1778603182.4252229,98779,,-15.75,71.25,22.748
1778603182.656736,99010,,-15.15,71.1,22.506
1778603182.888204,99240,,-15.15,71.7,23.232
1778603183.1188428,99470,,-14.1,71.7,22.99
1778603183.3492942,99699,,-13.65,71.7,22.99
1778603183.585875,99933,,-13.2,72.3,22.748
1778603183.816511,100163,,-13.05,72.3,22.99
1778603184.047814,100392,,-12.6,72.3,22.748
1778603184.279001,100621,,-12.0,72.6,22.99
1778603184.510443,100850,,-11.25,73.05,22.748
1778603184.7410939,101081,,-11.1,73.05,22.99
1778603184.976663,101309,,-10.5,73.35,22.99
1778603185.207232,101545,,-10.05,73.2,22.99
1778603185.438698,101774,,-9.45,73.2,23.716
1778603185.670132,102003,,-9.45,73.5,23.474
1778603185.901519,102232,,-9.3,73.05,22.748
1778603186.132769,102464,,-9.0,73.35,23.474
1778603186.363668,102693,,-9.3,73.5,23.716
1778603186.6006222,102928,,-8.7,73.8,23.232
1778603186.8323798,103158,,-8.7,73.65,22.748
1778603187.064224,103389,,-9.0,73.35,23.232
1778603187.295577,103619,,-9.3,73.35,23.716
1778603187.526912,103849,,-8.7,72.9,23.716
1778603187.758467,104078,,-8.85,73.2,24.442
1778603187.993851,104308,,-8.85,73.05,23.958
1778603188.225268,104542,,-8.85,73.35,23.958
1778603188.456932,104772,,-8.7,73.2,24.684
1778603188.6889,105002,,-8.85,73.35,24.442
1778603188.920452,105232,,-8.55,73.65,24.442
1778603189.1515362,105461,,-8.7,73.05,23.716
1778603189.3820071,105691,,-8.4,73.5,22.99
1778603189.6175842,105926,,-8.25,73.65,23.474
1778603189.8491032,106155,,-8.55,73.5,23.232
1778603190.080936,106386,,-8.4,73.35,22.748
1778603190.312263,106616,,-8.4,73.5,22.748
1778603190.543155,106846,,-8.7,73.8,22.99
1778603190.773918,107075,,-8.4,73.65,23.474
1778603191.009172,107309,,-8.55,73.95,22.99
1778603191.240812,107538,,-8.55,73.65,22.748
1778603191.47203,107767,,-8.7,73.5,23.474
1778603191.702602,107997,,-8.55,73.8,22.99
1778603191.933717,108226,,-8.55,73.35,22.99
1778603192.163886,108456,,-8.25,73.95,22.99
1778603192.3948212,108684,,-8.85,73.65,23.474
1778603192.6303492,108920,,-8.25,73.8,23.474
1778603192.861206,109149,,-8.55,73.95,23.474
1778603193.092729,109378,,-8.25,74.1,22.506
1778603193.3239832,109607,,-8.4,73.8,22.748
1778603193.555231,109839,,-8.4,73.65,23.232
1778603193.785575,110068,,-8.85,73.65,22.99
1778603194.020682,110301,,-8.4,73.65,22.99
1778603194.2522418,110531,,-8.25,73.65,23.232
1778603194.482687,110761,,-8.55,73.5,22.99
1778603194.714203,110990,,-8.4,73.8,22.748
1778603194.9461172,111220,,-8.7,74.1,23.958
1778603195.177804,111450,,-8.4,74.1,23.232
1778603195.41388,111681,,-8.85,73.65,23.232
1778603195.644792,111914,,-8.1,73.8,23.474
1778603195.875635,112143,,-8.25,73.8,23.474
1778603196.1067479,112373,,-8.55,74.1,22.99
1778603196.337981,112602,,-8.4,73.5,23.232
1778603196.5690181,112834,,-7.95,73.65,23.716
1778603196.800958,113063,,-8.25,74.1,22.748
1778603197.036368,113298,,-8.4,73.8,22.99
1778603197.267255,113527,,-8.1,73.95,23.474
1778603197.498223,113757,,-8.25,73.65,22.506
1778603197.729217,113986,,-8.55,73.95,22.264
1778603197.9603179,114216,,-8.85,74.1,22.99
1778603198.193323,114445,,-8.4,73.95,22.99
1778603198.426795,114674,,-8.85,73.5,23.232
1778603198.658195,114908,,-8.25,73.5,23.232
1778603198.8892548,115139,,-8.7,73.65,22.99
1778603199.119895,115368,,-8.55,73.8,22.99
1778603199.3511481,115597,,-8.55,73.8,23.232
1778603199.5826828,115827,,-8.4,73.5,23.232
1778603199.813264,116057,,-7.95,73.95,22.506
1778603200.048949,116289,,-8.1,73.8,23.474
1778603200.2795699,116519,,-8.4,73.2,22.99
1778603200.5106869,116748,,-8.4,74.25,22.506
