trial,hold_label,phase,control_mode,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,250,holding,force_hold,2.50000,2.435500,-0.064500,4.9600,-8.3900,41.4849,down,5.0000,-0.0400,-1099.2280,12724.3680,485.9360,-765.9784,7356.3208,104.9519,12781.0006
1,250,holding,force_hold,2.50000,2.435000,-0.065000,5.0000,-8.4300,45.6535,down,5.0400,-0.0400,-1101.0310,12756.2180,482.0630,-767.7814,7388.1708,101.0789,12812.7184
1,250,holding,force_hold,2.50000,2.434200,-0.065800,5.0400,-8.4700,49.8180,down,5.0800,-0.0400,-1101.6320,12745.4070,488.8400,-768.3824,7377.3598,107.8559,12802.2638
1,250,holding,force_hold,2.50000,2.434600,-0.065400,5.0800,-8.5100,53.9889,down,5.1000,-0.0200,-1101.0310,12758.0260,485.9360,-767.7814,7389.9788,104.9519,12814.6647
1,250,holding,force_hold,2.50000,2.434300,-0.065700,5.1000,-8.5300,58.1678,down,5.1400,-0.0400,-1095.0210,12743.5990,486.9030,-761.7714,7375.5518,105.9189,12799.8227
1,250,holding,force_hold,2.50000,2.433600,-0.066400,5.1400,-8.5700,62.3217,down,5.1800,-0.0400,-1102.8340,12750.2130,486.9030,-769.5844,7382.1658,105.9189,12807.0781
1,250,holding,force_hold,2.50000,2.433500,-0.066500,5.1800,-8.6100,66.4802,d_soft_limit,5.1800,0.0000,-1105.2380,12734.5810,486.9030,-771.9884,7366.5338,105.9189,12791.7231
1,250,holding,force_hold,2.50000,2.434100,-0.065900,5.1800,-8.6100,70.6326,d_soft_limit,5.1800,0.0000,-1103.4350,12752.6130,476.2560,-770.1854,7384.5658,95.2719,12809.1189
1,250,holding,force_hold,2.50000,2.433500,-0.066500,5.1800,-8.6100,74.8003,d_soft_limit,5.1800,0.0000,-1103.4350,12746.0050,480.1270,-770.1854,7377.9578,99.1429,12802.6846
1,250,holding,force_hold,2.50000,2.432300,-0.067700,5.1800,-8.6100,78.9560,d_soft_limit,5.1800,0.0000,-1099.8300,12746.6080,484.0000,-766.5804,7378.5608,103.0159,12803.1206
1,250,holding,force_hold,2.50000,2.433000,-0.067000,5.1800,-8.6100,83.1134,d_soft_limit,5.1800,0.0000,-1101.0310,12750.2130,488.8400,-767.7814,7382.1658,107.8559,12806.9967
1,250,holding,force_hold,2.50000,2.433500,-0.066500,5.1800,-8.6100,87.2759,d_soft_limit,5.1800,0.0000,-1101.6320,12751.4080,478.1920,-768.3824,7383.3608,97.2079,12807.8361
1,250,holding,force_hold,2.50000,2.432800,-0.067200,5.1800,-8.6100,91.4139,d_soft_limit,5.1800,0.0000,-1098.6270,12752.6130,484.0000,-765.3774,7384.5658,103.0159,12808.9959
1,250,holding,force_hold,2.50000,2.432500,-0.067500,5.1800,-8.6100,95.5767,d_soft_limit,5.1800,0.0000,-1097.4250,12751.4080,490.7760,-764.1754,7383.3608,109.7919,12807.9510
1,250,holding,force_hold,2.50000,2.432700,-0.067300,5.1800,-8.6100,99.7475,d_soft_limit,5.1800,0.0000,-1100.4300,12751.4080,486.9030,-767.1804,7383.3608,105.9189,12808.0610
1,250,holding,force_hold,2.50000,2.432900,-0.067100,5.1800,-8.6100,103.8834,d_soft_limit,5.1800,0.0000,-1100.4300,12732.7830,481.0960,-767.1804,7364.7358,100.1119,12789.2987
1,250,holding,force_hold,2.50000,2.432900,-0.067100,5.1800,-8.6100,108.0289,d_soft_limit,5.1800,0.0000,-1101.0310,12749.0080,490.7760,-767.7814,7380.9608,109.7919,12805.8711
1,250,holding,force_hold,2.50000,2.432500,-0.067500,5.1800,-8.6100,112.1706,d_soft_limit,5.1800,0.0000,-1100.4300,12757.4230,490.7760,-767.1804,7389.3758,109.7919,12814.1972
1,250,holding,force_hold,2.50000,2.433100,-0.066900,5.1800,-8.6100,116.3430,d_soft_limit,5.1800,0.0000,-1101.6320,12744.2020,486.9030,-768.3824,7376.1548,105.9189,12800.9903
1,250,holding,force_hold,2.50000,2.434900,-0.065100,5.1800,-8.6100,120.5084,d_soft_limit,5.1800,0.0000,-1108.2440,12746.0050,488.8400,-774.9944,7377.9578,107.8559,12803.4297
1,250,holding,force_hold,2.50000,2.470700,-0.029300,5.1800,-8.6100,124.6501,d_soft_limit,5.1800,0.0000,-1099.2280,12754.4210,493.6800,-765.9784,7386.3738,112.6959,12811.2169
1,250,holding,force_hold,2.50000,2.625000,0.125000,5.1800,-8.6100,128.7816,d_soft_limit,5.1800,0.0000,-1103.4350,12749.0080,488.8400,-770.1854,7380.9608,107.8559,12806.0040
1,250,holding,force_hold,2.50000,2.706200,0.206200,5.1800,-8.6100,132.9540,d_soft_limit,5.1800,0.0000,-1099.8300,12743.5990,480.1270,-766.5804,7375.5518,99.1429,12799.9790
1,250,holding,force_hold,2.50000,2.677800,0.177800,5.1800,-8.6100,137.0795,d_soft_limit,5.1800,0.0000,-1095.0210,12757.4230,482.0630,-761.7714,7389.3758,101.0789,12813.4030
1,250,holding,force_hold,2.50000,2.659700,0.159700,5.1800,-8.6100,141.2086,up,5.1600,0.0200,-1096.8240,12735.1840,494.6470,-763.5744,7367.1368,113.6629,12791.8963
1,250,holding,force_hold,2.50000,2.649500,0.149500,5.1600,-8.5900,144.7083,up,5.0800,0.0800,-1095.6220,12758.0260,486.9030,-762.3724,7389.9788,105.9189,12814.2378
1,250,holding,force_hold,2.50000,2.644200,0.144200,5.0800,-8.5100,148.3320,up,4.9600,0.1200,-1098.6270,12750.2130,477.2240,-765.3774,7382.1658,96.2399,12806.3522
1,250,holding,force_hold,2.50000,2.636700,0.136700,4.9600,-8.3900,152.0838,up,4.8800,0.0800,-1102.8340,12757.4230,484.9680,-769.5844,7389.3758,103.9839,12814.1827
1,250,holding,force_hold,2.50000,2.633200,0.133200,4.8800,-8.3100,155.7245,up,4.8000,0.0800,-1099.8300,12747.8070,485.9360,-766.5804,7379.7598,104.9519,12804.3877
1,250,holding,force_hold,2.50000,2.628300,0.128300,4.8000,-8.2300,159.3570,up,4.7200,0.0800,-1097.4250,12739.3910,479.1600,-764.1754,7371.3438,98.1759,12795.5468
1,250,holding,force_hold,2.50000,2.625500,0.125500,4.7200,-8.1500,162.9897,up,4.6400,0.0800,-1103.4350,12735.1840,488.8400,-770.1854,7367.1368,107.8559,12792.2416
1,250,holding,force_hold,2.50000,2.622000,0.122000,4.6400,-8.0700,166.6100,up,4.5800,0.0600,-1102.2330,12739.3910,484.9680,-768.9834,7371.3438,103.9839,12796.1789
1,250,holding,force_hold,2.50000,2.622900,0.122900,4.5800,-8.0100,170.2291,up,4.5100,0.0700,-1099.8300,12751.4080,481.0960,-766.5804,7383.3608,100.1119,12807.7900
1,250,holding,force_hold,2.50000,2.620800,0.120800,4.5100,-7.9400,173.8390,up,4.4200,0.0900,-1105.2380,12753.2160,485.9360,-771.9884,7385.1688,104.9519,12810.2382
1,250,holding,force_hold,2.50000,2.618500,0.118500,4.4200,-7.8500,177.4411,up,4.3000,0.1200,-1096.8240,12752.0150,484.0000,-763.5744,7383.9678,103.0159,12808.2460
