model,session_id,cycle_index,d_target_mm,measured_delta_F_N,predicted_delta_F_N,abs_delta_F_residual_N,measured_delta_d_mm,predicted_delta_d_mm,abs_delta_d_residual_mm
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,2,2.65,-1.85705,-1.5829944107817049,0.2740555892182952,-0.020000000000000018,0.020673205093348024,0.04067320509334804
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,2,2.75,-1.7267000000000001,-1.8083950096610284,0.08169500966102827,0.0,0.012267171482159611,0.012267171482159611
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,2,2.85,-1.9028,-2.005703540448665,0.1029035404486649,-0.020000000000000018,0.026001364976961483,0.0460013649769615
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,2,2.95,-1.4758499999999994,-1.4308755572358658,0.04497444276413365,0.0,0.041555402635752525,0.041555402635752525
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,3,2.45,-1.3310500000000003,-1.3286823862374781,0.002367613762522147,0.009999999999999787,0.049528260019622294,0.03952826001962251
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,3,2.55,-1.6162,-1.6399342121662732,0.02373421216627314,0.0,0.035351611319958565,0.035351611319958565
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,3,2.65,-1.8304,-1.631395131161903,0.19900486883809698,-0.020000000000000018,0.021528152177344495,0.04152815217734451
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,3,2.75,-1.7026499999999993,-1.8146549637905878,0.11200496379058844,0.0,0.0074388832953156125,0.0074388832953156125
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,3,2.85,-1.8754000000000008,-1.958433047039712,0.08303304703971115,-0.020000000000000018,0.022980248790275937,0.042980248790275954
apmd_local_identifiability_dot_dual_mlp,session_20260622_173504,3,2.95,-1.4333999999999998,-1.3769075914645246,0.056492408535475214,0.0,0.04740442555957225,0.04740442555957225
apmd_local_identifiability_dot_dual_mlp,session_20260622_180702,1,2.45,-1.5033999999999996,-1.7103375122772784,0.20693751227727875,-0.020000000000000018,0.04764743457298737,0.06764743457298739
apmd_local_identifiability_dot_dual_mlp,session_20260622_180702,1,2.55,-1.5344000000000002,-1.5334259434889193,0.0009740565110809563,0.020000000000000018,0.02175222528635201,0.0017522252863519938
apmd_local_identifiability_dot_dual_mlp,session_20260622_180702,1,2.65,-1.4536500000000006,-1.135542912741772,0.31810708725822856,0.040000000000000036,0.08341546949910672,0.043415469499106685
apmd_local_identifiability_dot_dual_mlp,session_20260622_180702,1,2.75,-1.6241000000000003,-1.5963218217408448,0.027778178259155517,0.020000000000000018,0.006063190104850236,0.013936809895149782
apmd_local_identifiability_dot_dual_mlp,session_20260622_180702,1,2.85,-1.7848499999999996,-1.6330877242595543,0.15176227574044532,0.0,0.035441204874469445,0.035441204874469445
apmd_local_identifiability_dot_dual_mlp,session_20260622_180702,1,2.95,-1.3839499999999996,-1.1651563838403147,0.21879361615968485,0.020000000000000018,0.05029219895462811,0.03029219895462809
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,1,2.45,-1.5785000000000005,-1.6333159364343999,0.054815936434399415,-0.020000000000000018,0.043754506377660984,0.063754506377661
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,1,2.55,-1.6370499999999995,-1.5575610858543198,0.0794889141456796,0.0,0.03656418161079378,0.03656418161079378
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,1,2.65,-1.8399999999999999,-1.4119471197034272,0.4280528802965726,-0.020000000000000018,0.03024523796914691,0.05024523796914693
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,1,2.75,-1.7155499999999995,-1.6598409460937251,0.05570905390627434,0.0,0.01788795426185752,0.01788795426185752
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,1,2.85,-1.8929,-1.8529753396403272,0.03992466035967279,-0.020000000000000018,0.03189393738378099,0.05189393738378101
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,1,2.95,-1.4774000000000012,-1.3050558518349966,0.17234414816500454,0.0,0.03386979761351361,0.03386979761351361
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,2,2.45,-1.5238499999999995,-1.6837660534023149,0.1599160534023154,-0.020000000000000018,0.04243514369627022,0.062435143696270234
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,2,2.55,-1.5740000000000003,-1.5100317178246563,0.063968282175344,0.0,0.053878475261794456,0.053878475261794456
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,2,2.65,-1.7782499999999999,-1.5085343388448722,0.2697156611551277,-0.020000000000000018,0.030355618756096714,0.05035561875609673
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,2,2.75,-1.6507500000000004,-1.6739340845239754,0.023184084523975024,0.0,0.013121311182621831,0.013121311182621831
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,2,2.85,-1.8327,-1.7356560776940677,0.09704392230593228,0.0,0.03566263851313556,0.03566263851313556
apmd_local_identifiability_dot_dual_mlp,session_20260622_185538,2,2.95,-1.4165999999999999,-1.2588066604800439,0.157793339519956,0.0,0.04257114403339601,0.04257114403339601
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,1,3.45,-3.0877,-3.0345011425168718,0.05319885748312814,0.0,-0.007100294755054026,0.007100294755054026
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,1,3.55,-3.4910000000000014,-3.3389071097503518,0.15209289024964967,-0.020000000000000018,-0.015241894120447963,0.004758105879552055
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,1,3.65,-2.581999999999999,-2.3616564377668006,0.2203435622331984,0.0,0.026162753520713622,0.026162753520713622
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,1,3.75,-2.5457,-2.5749623769928256,0.029262376992825523,-0.020000000000000018,-0.01394724298785599,0.006052757012144028
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,1,3.85,-2.1869999999999976,-2.089602553437551,0.09739744656244653,-0.040000000000000036,-0.03451916941285038,0.005480830587149654
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,1,3.95,-0.30049999999999955,-0.257311735951113,0.04318826404888654,0.0,-0.015506158555950833,0.015506158555950833
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,2,3.45,-3.0741999999999994,-3.0330430270235755,0.041156972976423845,0.0,-0.025116895338138434,0.025116895338138434
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,2,3.55,-3.4613000000000014,-3.299077127551003,0.16222287244899825,-0.020000000000000018,-0.016753158295309323,0.003246841704690695
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,2,3.65,-2.556800000000001,-2.3512901846541716,0.20550981534582924,0.0,0.018912925548308923,0.018912925548308923
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,2,3.75,-2.4830000000000005,-2.5386702681363147,0.05567026813631415,-0.020000000000000018,-0.013659332600136409,0.006340667399863609
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,2,3.85,-2.176000000000002,-2.0807678745349563,0.09523212546504567,-0.040000000000000036,-0.04379192878439442,0.0037919287843943827
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,2,3.95,-0.2873999999999981,-0.2511601818838649,0.03623981811613319,0.0,-0.015864522806159354,0.015864522806159354
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,3,3.45,-3.0275999999999996,-2.9890465534153243,0.0385534465846753,0.0,-0.02243966816055698,0.02243966816055698
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,3,3.55,-3.42295,-3.270147271960397,0.15280272803960315,-0.020000000000000018,-0.015245147555581262,0.004754852444418756
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,3,3.65,-2.5342000000000002,-2.3335352969872147,0.2006647030127855,0.0,0.019774599248539637,0.019774599248539637
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,3,3.75,-2.469199999999999,-2.5327890671590545,0.06358906715905555,-0.020000000000000018,-0.012298399502372437,0.007701600497627581
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,3,3.85,-2.1484999999999985,-2.0572807573904655,0.09121924260953307,-0.040000000000000036,-0.042489775720198075,0.0024897757201980397
apmd_local_identifiability_dot_dual_mlp,session_20260623_201622,3,3.95,-0.28855000000000075,-0.24550840656580064,0.04304159343420011,0.0,-0.01539218589816782,0.01539218589816782
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,1,3.45,-3.3783499999999993,-3.301738040563894,0.07661195943610544,-0.020000000000000018,-0.022760834928391205,0.002760834928391187
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,1,3.55,-2.9208,-2.849339561348028,0.07146043865197171,0.0,0.015444669952212386,0.015444669952212386
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,1,3.65,-2.984,-2.7624807390121404,0.22151926098785957,-0.020000000000000018,0.013951540342095559,0.033951540342095576
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,1,3.75,-1.4928999999999988,-1.6257686771941735,0.13286867719417472,0.019999999999999574,0.03030269111761008,0.010302691117610507
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,1,3.85,-0.6913499999999999,-0.6939939312214634,0.002643931221463447,0.020000000000000018,0.019467842630560117,0.0005321573694399007
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,1,3.95,-0.2572499999999991,-0.20732294562720455,0.049927054372794544,0.0,-0.0037068527672579066,0.0037068527672579066
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,2,3.45,-3.094199999999999,-3.056687705321199,0.03751229467880002,-0.009999999999999787,-0.031620069912908555,0.021620069912908768
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,2,3.55,-2.5904500000000006,-2.5482709962590278,0.04217900374097283,0.020000000000000018,0.01806639816656208,0.0019336018334379368
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,2,3.65,-2.6256500000000003,-2.4250113149511616,0.20063868504883864,0.0,0.016618413724331926,0.016618413724331926
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,2,3.75,-2.564350000000001,-2.6064045113702363,0.042054511370235304,-0.020000000000000018,-0.022492071603938957,0.002492071603938939
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,2,3.85,-2.3042499999999997,-2.221774141156594,0.0824758588434058,-0.050000000000000266,-0.06089822324617833,0.010898223246178063
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,2,3.95,-0.2718500000000006,-0.23589277267511477,0.03595722732488582,0.0,-0.016831416078257888,0.016831416078257888
apmd_local_identifiability_dot_dual_mlp,session_20260623_204724,3,3.45,-3.0852000000000004,-3.0443652250580957,0.040834774941904683,-0.009999999999999787,-0.013591854899495992,0.003591854899496205
