experiment,path_family,session_id,trial,pair_id,cycle_index,state_index,branch,state_label,path_label,d_target_mm,F_N,d_mm,local_zone_id,local_p_F_uT,local_p_d_uT,local_residual_uT,local_angle_deg,model,model_family,F_pred_N,d_pred_mm,F_error_N,d_error_mm,work_zone,abs_F_error_N,abs_d_error_mm
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,4,loading,loading_d_375,direct_loading,3.75,18.7087,3.74,Block_H_d380_F490,5753.172589426941,5816.11781656824,4582.025050632346,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,18.827303948479813,3.713421676279968,0.1186039484798122,-0.0265783237200327,3.4-4.2 mm,0.1186039484798122,0.0265783237200327
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,5,loading,loading_d_385,direct_loading,3.85,20.69255,3.83,Block_H_d380_F490,5913.828776907152,5977.700242916771,4669.824973653967,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.746772994595183,3.8133195398706095,0.0542229945951824,-0.0166804601293897,3.4-4.2 mm,0.0542229945951824,0.0166804601293897
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,6,loading,loading_d_395,direct_loading,3.95,21.43575,3.87,Block_H_d380_F490,5942.909075577748,6006.980492247377,4690.55304849824,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.414146904358105,3.829224496104172,-0.0216030956418933,-0.0407755038958286,3.4-4.2 mm,0.0216030956418933,0.0407755038958286
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,7,preload,preload_d_420,preload_deep,4.2,21.2554,3.87,Block_H_d380_F490,5943.680416675636,6007.737176252741,4689.673053225188,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.207282936594478,3.853811532906892,-0.0481170634055274,-0.0161884670931082,3.4-4.2 mm,0.0481170634055274,0.0161884670931082
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,8,unloading,unloading_d_395,return_unloading,3.95,21.1785,3.87,Block_H_d380_F490,5945.115100043393,6009.244932603161,4692.103880753539,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.920156216260107,3.816720933435228,-0.2583437837398925,-0.0532790665647722,3.4-4.2 mm,0.2583437837398925,0.0532790665647722
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,9,unloading,unloading_d_385,return_unloading,3.85,20.0012,3.85,Block_H_d380_F490,5932.8670787155415,5996.879575319466,4679.735192694961,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,19.826057816909525,3.795650693025995,-0.1751421830904753,-0.054349306974005,3.4-4.2 mm,0.1751421830904753,0.054349306974005
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,10,unloading,unloading_d_375,return_unloading,3.75,17.2158,3.76,Block_H_d380_F490,5868.596655240386,5931.96354682145,4623.837169255223,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,17.22815326866618,3.724170933263896,0.0123532686661782,-0.0358290667361043,3.4-4.2 mm,0.0123532686661782,0.0358290667361043
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,11,unloading,unloading_d_365,return_unloading,3.65,13.86565,3.62,Block_H_d360_F490,6484.112049528772,5776.846514767815,1886.49599375942,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,13.858755278128228,3.586632378897288,-0.006894721871772,-0.0333676211027125,3.4-4.2 mm,0.006894721871772,0.0333676211027125
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,12,unloading,unloading_d_355,return_unloading,3.55,12.23045,3.54,Block_H_d360_F490,6356.716974814069,5661.119302493264,1856.264083579156,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,12.248195346929895,3.5090348977442867,0.0177453469298978,-0.0309651022557133,3.4-4.2 mm,0.0177453469298978,0.0309651022557133
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,13,unloading,unloading_d_345,return_unloading,3.45,10.0388,3.42,Block_H_d340_F490,6442.367615857299,5432.248169048463,1418.8416308251526,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,10.032992900806734,3.3812409871272737,-0.0058070991932659,-0.0387590128727262,3.4-4.2 mm,0.0058070991932659,0.0387590128727262
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,1,loading,loading_d_345,direct_loading,3.45,13.1138,3.44,Block_H_d340_F490,6038.873998477504,5072.775992635282,1361.9845121435349,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,13.063034865956784,3.289627598123475,-0.0507651340432158,-0.1503724018765249,3.4-4.2 mm,0.0507651340432158,0.1503724018765249
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,2,loading,loading_d_355,direct_loading,3.55,14.8024,3.54,Block_H_d360_F490,5898.717962353057,5237.685389058334,1769.7427720271132,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,14.718735935954758,3.380736160906369,-0.0836640640452426,-0.1592638390936311,3.4-4.2 mm,0.0836640640452426,0.1592638390936311
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,3,loading,loading_d_365,direct_loading,3.65,16.47815,3.64,Block_H_d360_F490,6098.558513150194,5420.273604228066,1811.0563781519904,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,16.375987407167855,3.47644481516757,-0.1021625928321441,-0.1635551848324299,3.4-4.2 mm,0.1021625928321441,0.1635551848324299
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,4,loading,loading_d_375,direct_loading,3.75,18.2985,3.74,Block_H_d380_F490,5532.281195741517,5592.92643799122,4417.936097180841,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,18.29941132368382,3.566946251722908,0.0009113236838196,-0.1730537482770926,3.4-4.2 mm,0.0009113236838196,0.1730537482770926
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,5,loading,loading_d_385,direct_loading,3.85,20.2969,3.85,Block_H_d380_F490,5692.384877660037,5753.924758688043,4506.685198272419,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.23148590994545,3.664072969695453,-0.0654140900545456,-0.1859270303045468,3.4-4.2 mm,0.0654140900545456,0.1859270303045468
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,6,loading,loading_d_395,direct_loading,3.95,21.3839,3.89,Block_H_d380_F490,5751.382512743195,5813.261890483606,4542.679270600398,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.23736559911701,3.697385718199134,-0.146534400882988,-0.192614281800866,3.4-4.2 mm,0.146534400882988,0.192614281800866
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,7,preload,preload_d_420,preload_deep,4.2,21.18775,3.89,Block_H_d380_F490,5754.730852989842,5816.657283587569,4544.472686426777,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.019157288143752,3.7237226337743374,-0.1685927118562489,-0.1662773662256627,3.4-4.2 mm,0.1685927118562489,0.1662773662256627
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,8,unloading,unloading_d_395,return_unloading,3.95,21.11205,3.89,Block_H_d380_F490,5756.793111036709,5818.72861478696,4544.976091313191,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.732894489613614,3.685752576157727,-0.3791555103863864,-0.2042474238422733,3.4-4.2 mm,0.3791555103863864,0.2042474238422733
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,9,unloading,unloading_d_385,return_unloading,3.85,17.99265,3.8,Block_H_d380_F490,5701.2602978120685,5762.649545836294,4494.815576934388,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,17.856221568726774,3.626114258591824,-0.1364284312732273,-0.173885741408176,3.4-4.2 mm,0.1364284312732273,0.173885741408176
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,10,unloading,unloading_d_375,return_unloading,3.75,15.73415,3.72,Block_H_d380_F490,5623.101576044213,5683.795383507691,4436.194216917727,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,15.70677747557425,3.5434607796800504,-0.0273725244257487,-0.1765392203199498,3.4-4.2 mm,0.0273725244257487,0.1765392203199498
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,11,unloading,unloading_d_365,return_unloading,3.65,13.8525,3.64,Block_H_d360_F490,6272.237089614905,5587.644048974444,1822.3470989635407,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,13.741944771273126,3.473919222477377,-0.1105552287268736,-0.1660807775226231,3.4-4.2 mm,0.1105552287268736,0.1660807775226231
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,12,unloading,unloading_d_355,return_unloading,3.55,12.21195,3.56,Block_H_d360_F490,6142.335254340311,5469.289867393532,1793.4072435539886,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,12.129742707061508,3.4018359698073235,-0.0822072929384916,-0.1581640301926765,3.4-4.2 mm,0.0822072929384916,0.1581640301926765
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,2,2,2,13,unloading,unloading_d_345,return_unloading,3.45,10.0196,3.43,Block_H_d340_F490,6212.176056263847,5235.133903971098,1369.1823235060351,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,9.911312703555334,3.2713913926402736,-0.1082872964446668,-0.1586086073597266,3.4-4.2 mm,0.1082872964446668,0.1586086073597266
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,1,loading,loading_d_345,direct_loading,3.45,13.0939,3.44,Block_H_d340_F490,6241.620115381203,5244.213544807492,1407.4454306237997,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,13.146506182430429,3.393819612205471,0.0526061824304289,-0.046180387794529,3.4-4.2 mm,0.0526061824304289,0.046180387794529
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,2,loading,loading_d_355,direct_loading,3.55,14.77575,3.54,Block_H_d360_F490,6090.230583680539,5408.369478601668,1826.8491646491764,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,14.798818028303426,3.4870872990998154,0.0230680283034256,-0.0529127009001846,3.4-4.2 mm,0.0230680283034256,0.0529127009001846
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,3,loading,loading_d_365,direct_loading,3.65,16.4451,3.64,Block_H_d360_F490,6287.961872703068,5589.272680068142,1867.2269225010805,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,16.447258235735866,3.581698198988455,0.002158235735866,-0.0583018010115452,3.4-4.2 mm,0.002158235735866,0.0583018010115452
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,4,loading,loading_d_375,direct_loading,3.75,18.2767,3.74,Block_H_d380_F490,5702.057413577567,5764.54693146438,4549.565256305254,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,18.403492648212435,3.6882561044011934,0.126792648212433,-0.0517438955988058,3.4-4.2 mm,0.126792648212433,0.0517438955988058
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,5,loading,loading_d_385,direct_loading,3.85,20.2599,3.85,Block_H_d380_F490,5860.477374046139,5923.859347378249,4637.275762863061,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.319793073209222,3.7844575399720224,0.0598930732092277,-0.0655424600279777,3.4-4.2 mm,0.0598930732092277,0.0655424600279777
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,6,loading,loading_d_395,direct_loading,3.95,21.3739,3.89,Block_H_d380_F490,5917.962256508714,5981.704442352116,4672.646897799992,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.34744145034167,3.8176967143892178,-0.0264585496583293,-0.0723032856107823,3.4-4.2 mm,0.0264585496583293,0.0723032856107823
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,7,preload,preload_d_420,preload_deep,4.2,21.1759,3.89,Block_H_d380_F490,5920.764091464481,5984.5253523524,4673.730200565674,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.127090522051624,3.843425799177977,-0.0488094779483745,-0.0465742008220231,3.4-4.2 mm,0.0488094779483745,0.0465742008220231
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,8,unloading,unloading_d_395,return_unloading,3.95,21.099,3.89,Block_H_d380_F490,5923.928593843588,5987.710245651106,4676.762162784255,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.84311897881728,3.806487256974852,-0.25588102118272,-0.0835127430251483,3.4-4.2 mm,0.25588102118272,0.0835127430251483
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,9,unloading,unloading_d_385,return_unloading,3.85,17.98625,3.8,Block_H_d380_F490,5870.086305367899,5933.325794990992,4626.813281247845,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,17.973553035422206,3.7474853824033176,-0.0126969645777919,-0.0525146175966821,3.4-4.2 mm,0.0126969645777919,0.0525146175966821
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,10,unloading,unloading_d_375,return_unloading,3.75,15.68805,3.72,Block_H_d380_F490,5791.197838966661,5853.735560237509,4565.955736873476,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,15.785723045018235,3.6635400517703127,0.0976730450182348,-0.0564599482296874,3.4-4.2 mm,0.0976730450182348,0.0564599482296874
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,11,unloading,unloading_d_365,return_unloading,3.65,13.8098,3.64,Block_H_d360_F490,6460.7222189930735,5755.687782364602,1877.5629932049965,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,13.804657130759932,3.5781623162286404,-0.0051428692400676,-0.0618376837713596,3.4-4.2 mm,0.0051428692400676,0.0618376837713596
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,12,unloading,unloading_d_355,return_unloading,3.55,12.18955,3.56,Block_H_d360_F490,6332.796151285417,5639.214984216143,1848.9568375897247,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,12.21232361857203,3.5070592896960022,0.0227736185720299,-0.0529407103039978,3.4-4.2 mm,0.0227736185720299,0.0529407103039978
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,3,3,3,13,unloading,unloading_d_345,return_unloading,3.45,10.0087,3.43,Block_H_d340_F490,6415.940094806924,5408.280302803538,1414.04748806804,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,10.002232436712749,3.375779895312601,-0.0064675632872521,-0.0542201046873991,3.4-4.2 mm,0.0064675632872521,0.0542201046873991
