experiment,path_family,session_id,trial,pair_id,cycle_index,state_index,branch,state_label,path_label,d_target_mm,F_N,d_mm,local_zone_id,local_p_F_uT,local_p_d_uT,local_residual_uT,local_angle_deg,model,model_family,F_pred_N,d_pred_mm,F_error_N,d_error_mm,work_zone,abs_F_error_N,abs_d_error_mm
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,4,loading,loading_d_215,direct_loading,2.15,3.74105,2.14,Block_S_d220_F375,3458.725798524243,2971.7092402084727,25.563372651805867,13.364682543104433,apmd_local_identifiability_ridge,APMD local identifiability,3.65080820914135,2.128235084540535,-0.0902417908586499,-0.011764915459465,1.8-2.6 mm,0.0902417908586499,0.011764915459465
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,5,loading,loading_d_225,direct_loading,2.25,4.17825,2.24,Block_S_d220_F430,3651.436352542671,3096.2945552801866,136.10347511129547,14.256344929846271,apmd_local_identifiability_ridge,APMD local identifiability,4.2818423937875645,2.24451525600946,0.1035923937875642,0.0045152560094594,1.8-2.6 mm,0.1035923937875642,0.0045152560094594
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,6,loading,loading_d_235,direct_loading,2.35,4.6691,2.35,Block_S_d240_F490,4064.163189479581,3167.220098442622,20.68218494312916,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,4.824022166700662,2.344552592288905,0.1549221667006621,-0.0054474077110948,1.8-2.6 mm,0.1549221667006621,0.0054474077110948
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,7,preload,preload_d_260,preload_deep,2.6,6.09725,2.58,Block_S_d240_F490,4619.224898025926,3613.977247106001,18.22308209650561,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,6.06184735414467,2.5504464382577368,-0.0354026458553295,-0.0295535617422633,1.8-2.6 mm,0.0354026458553295,0.0295535617422633
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,8,unloading,unloading_d_235,return_unloading,2.35,3.50795,2.31,Block_S_d240_F375,4086.927219492577,3334.2706507059306,29.57556307984196,21.221455437738456,apmd_local_identifiability_ridge,APMD local identifiability,3.790874358511069,2.319089481728774,0.2829243585110683,0.0090894817287741,1.8-2.6 mm,0.2829243585110683,0.0090894817287741
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,9,unloading,unloading_d_225,return_unloading,2.25,3.0669,2.22,Block_S_d220_F320,3728.150576888484,2449.314775298759,148.14494600435555,28.14053718621085,apmd_local_identifiability_ridge,APMD local identifiability,3.088877136697733,2.226964161412148,0.0219771366977332,0.0069641614121471,1.8-2.6 mm,0.0219771366977332,0.0069641614121471
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,10,unloading,unloading_d_215,return_unloading,2.15,2.7251,2.14,Block_S_d220_F250,3579.5017393159237,2417.519347359177,141.07563915259746,27.02910929790333,apmd_local_identifiability_ridge,APMD local identifiability,2.6836977543821403,2.135448211841413,-0.0414022456178595,-0.004551788158587,1.8-2.6 mm,0.0414022456178595,0.004551788158587
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,11,unloading,unloading_d_205,return_unloading,2.05,2.2522,2.02,Block_S_d200_F250,3266.44808022293,2241.752434943688,152.74417574995,25.49118691071736,apmd_local_identifiability_ridge,APMD local identifiability,2.33703073945283,2.015060976970568,0.0848307394528298,-0.0049390230294319,1.8-2.6 mm,0.0848307394528298,0.0049390230294319
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,12,unloading,unloading_d_195,return_unloading,1.95,2.0102,1.94,Block_S_d200_F180,3127.815796273097,2192.7146971141847,176.32499670078914,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,2.012679446681209,1.9452264413347025,0.0024794466812085,0.0052264413347025,1.8-2.6 mm,0.0024794466812085,0.0052264413347025
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,13,unloading,unloading_d_185,return_unloading,1.85,1.68605,1.82,Block_S_d180_F180,2445.374683952461,2023.3795260932743,114.38454278601569,10.534332743740483,apmd_local_identifiability_ridge,APMD local identifiability,1.821564855837413,1.8195176274687173,0.1355148558374128,-0.0004823725312825,1.8-2.6 mm,0.1355148558374128,0.0004823725312825
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,1,loading,loading_d_245,direct_loading,2.45,4.6625,2.44,Block_L_d240_F490,3080.933587234844,3247.4407173708423,2139.7312229601725,4.2407773672278015,apmd_local_identifiability_ridge,APMD local identifiability,4.910921286310004,2.454503880463439,0.2484212863100046,0.0145038804634389,2.4-3.2 mm,0.2484212863100046,0.0145038804634389
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,2,loading,loading_d_255,direct_loading,2.55,5.2952,2.53,Block_L_d260_F490,3860.4364132273495,3405.9683555494357,965.968255442988,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,5.19871731459947,2.5392040239377325,-0.09648268540053,0.0092040239377326,2.4-3.2 mm,0.09648268540053,0.0092040239377326
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,3,loading,loading_d_265,direct_loading,2.65,5.92925,2.63,Block_L_d260_F490,4066.036233336693,3591.646611453781,1012.7149521231815,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,5.931030878354568,2.6363076837926984,0.0017808783545678,0.0063076837926985,2.4-3.2 mm,0.0017808783545678,0.0063076837926985
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,4,loading,loading_d_275,direct_loading,2.75,6.6077,2.73,Block_L_d280_F490,4764.147134493544,3778.072572548346,590.3974582512947,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,6.550485904263084,2.7352489333413788,-0.0572140957369162,0.0052489333413787,2.4-3.2 mm,0.0572140957369162,0.0052489333413787
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,5,loading,loading_d_285,direct_loading,2.85,7.34855,2.83,Block_L_d280_F490,4986.695597985848,3966.031826890724,614.6683887866084,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,7.369209531913686,2.8269692166772677,0.0206595319136857,-0.0030307833227327,2.4-3.2 mm,0.0206595319136857,0.0030307833227327
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,6,loading,loading_d_295,direct_loading,2.95,8.16055,2.94,Block_L_d300_F490,5417.861561298859,4158.067709210785,208.689838411786,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,8.08978445173283,2.940041552849332,-0.07076554826717,4.15528493316053e-05,2.4-3.2 mm,0.07076554826717,4.15528493316053e-05
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,7,preload,preload_d_320,preload_deep,3.2,10.45345,3.19,Block_L_d300_F490,5998.127403151237,4642.045114532777,215.92645414317192,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,10.53641392838022,3.1618934501911475,0.0829639283802201,-0.0281065498088524,2.4-3.2 mm,0.0829639283802201,0.0281065498088524
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,8,unloading,unloading_d_295,return_unloading,2.95,6.77305,2.96,Block_L_d300_F490,5576.520087354446,4301.656602141001,205.0585833023659,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,6.713479588654666,2.9632161600360347,-0.0595704113453336,0.0032161600360347,2.4-3.2 mm,0.0595704113453336,0.0032161600360347
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,9,unloading,unloading_d_285,return_unloading,2.85,5.5468,2.81,Block_L_d280_F490,5107.098953834479,4082.211000064825,610.3097011812946,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,5.538354927772186,2.8257890917189723,-0.0084450722278139,0.0157890917189722,2.4-3.2 mm,0.0084450722278139,0.0157890917189722
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,10,unloading,unloading_d_275,return_unloading,2.75,4.96515,2.75,Block_L_d280_F490,4955.764943845381,3961.636583287741,590.5434716077989,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,4.858064495425956,2.755088863936465,-0.1070855045740444,0.0050888639364652,2.4-3.2 mm,0.1070855045740444,0.0050888639364652
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,11,unloading,unloading_d_265,return_unloading,2.65,4.462,2.67,Block_L_d260_F430,4319.453693503564,3938.251710531399,1188.688602234978,7.924945039293909,apmd_local_identifiability_ridge,APMD local identifiability,4.366232605250827,2.6561925740485344,-0.0957673947491724,-0.0138074259514655,2.4-3.2 mm,0.0957673947491724,0.0138074259514655
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,12,unloading,unloading_d_255,return_unloading,2.55,3.7497,2.53,Block_L_d260_F375,4069.3990683140314,3756.838585478217,1453.4498522382642,7.516836414286701,apmd_local_identifiability_ridge,APMD local identifiability,3.7004737556724487,2.5382258345184283,-0.049226244327551,0.0082258345184285,2.4-3.2 mm,0.049226244327551,0.0082258345184285
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,1,1,1,13,unloading,unloading_d_245,return_unloading,2.45,3.1511,2.42,Block_L_d240_F320,3228.303530344333,2693.2420973370777,867.9134775393678,9.34939631219766,apmd_local_identifiability_ridge,APMD local identifiability,3.0821280187961406,2.410734997594312,-0.0689719812038593,-0.0092650024056881,2.4-3.2 mm,0.0689719812038593,0.0092650024056881
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,1,loading,loading_d_245,direct_loading,2.45,5.0373,2.44,Block_L_d240_F490,3079.2987658772067,3245.9717732322733,2138.6174189660915,4.2407773672278015,apmd_local_identifiability_ridge,APMD local identifiability,4.844215462641381,2.4235768834454503,-0.1930845373586187,-0.0164231165545496,2.4-3.2 mm,0.1930845373586187,0.0164231165545496
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,2,loading,loading_d_255,direct_loading,2.55,5.7317,2.54,Block_L_d260_F490,3868.671918182887,3415.4529882179263,965.5854921725726,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,5.615679868351852,2.517651182412307,-0.1160201316481481,-0.0223488175876931,2.4-3.2 mm,0.1160201316481481,0.0223488175876931
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,3,loading,loading_d_265,direct_loading,2.65,6.40625,2.64,Block_L_d260_F490,4073.804751561215,3601.1416075144284,1011.1829645099652,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,6.3797016633116375,2.61164802693928,-0.0265483366883625,-0.0283519730607202,2.4-3.2 mm,0.0265483366883625,0.0283519730607202
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,4,loading,loading_d_275,direct_loading,2.75,7.14295,2.74,Block_L_d280_F490,4773.594553414514,3789.785022162775,590.3653458678863,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,7.060038487968465,2.7156202158019216,-0.0829115120315346,-0.0243797841980786,2.4-3.2 mm,0.0829115120315346,0.0243797841980786
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,5,loading,loading_d_285,direct_loading,2.85,7.9608,2.85,Block_L_d280_F490,4999.760199347901,3978.424438669037,613.5296480717888,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,7.951826347943062,2.8043262844580967,-0.0089736520569374,-0.0456737155419033,2.4-3.2 mm,0.0089736520569374,0.0456737155419033
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,6,loading,loading_d_295,direct_loading,2.95,8.85915,2.94,Block_L_d300_F490,5424.942880139191,4163.283004503664,206.7554722927476,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,8.749474674209164,2.91902048873518,-0.1096753257908353,-0.0209795112648203,2.4-3.2 mm,0.1096753257908353,0.0209795112648203
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,7,preload,preload_d_320,preload_deep,3.2,11.3444,3.18,Block_L_d300_F490,5996.103608547697,4643.109255016939,210.1763678081256,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,11.363780283675451,3.139436771594723,0.0193802836754528,-0.040563228405277,2.4-3.2 mm,0.0193802836754528,0.040563228405277
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,8,unloading,unloading_d_295,return_unloading,2.95,7.3833,2.94,Block_L_d300_F490,5587.404935067063,4312.133772343736,201.59219497460245,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,7.294734553303766,2.938702467903224,-0.0885654466962337,-0.001297532096776,2.4-3.2 mm,0.0885654466962337,0.001297532096776
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,9,unloading,unloading_d_285,return_unloading,2.85,6.058,2.83,Block_L_d280_F490,5115.97452393102,4088.1710626133754,609.8722406090864,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,6.0303005105932925,2.801000712367853,-0.0276994894067073,-0.0289992876321472,2.4-3.2 mm,0.0276994894067073,0.0289992876321472
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,10,unloading,unloading_d_275,return_unloading,2.75,5.41625,2.74,Block_L_d280_F490,4969.231121972013,3971.353783351361,590.7731531000403,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,5.300962677960404,2.732704442189222,-0.1152873220395953,-0.007295557810778,2.4-3.2 mm,0.1152873220395953,0.007295557810778
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,11,unloading,unloading_d_265,return_unloading,2.65,4.5492,2.62,Block_L_d260_F430,4228.452867201417,3854.9788820909375,1162.0651005290906,7.924945039293909,apmd_local_identifiability_ridge,APMD local identifiability,4.390995694230678,2.5930598011964414,-0.1582043057693223,-0.0269401988035586,2.4-3.2 mm,0.1582043057693223,0.0269401988035586
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,12,unloading,unloading_d_255,return_unloading,2.55,4.089,2.54,Block_L_d260_F430,4086.782045256512,3726.388883619479,1118.867844485307,7.924945039293909,apmd_local_identifiability_ridge,APMD local identifiability,4.183628012224457,2.520377030139604,0.0946280122244562,-0.0196229698603964,2.4-3.2 mm,0.0946280122244562,0.0196229698603964
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,2,2,2,13,unloading,unloading_d_245,return_unloading,2.45,3.457,2.43,Block_L_d240_F320,3241.7327274019267,2703.9487842559697,871.8490906241984,9.34939631219766,apmd_local_identifiability_ridge,APMD local identifiability,3.311180552814486,2.388362490832606,-0.1458194471855138,-0.0416375091673941,2.4-3.2 mm,0.1458194471855138,0.0416375091673941
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,1,loading,loading_d_245,direct_loading,2.45,4.9264,2.45,Block_L_d240_F490,3059.18261662698,3225.112673791915,2128.124115688409,4.2407773672278015,apmd_local_identifiability_ridge,APMD local identifiability,4.723018583561682,2.4189891933008463,-0.2033814164383178,-0.0310108066991539,2.4-3.2 mm,0.2033814164383178,0.0310108066991539
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,2,loading,loading_d_255,direct_loading,2.55,5.6024,2.54,Block_L_d260_F490,3844.336664356064,3392.702197169755,963.031249069375,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,5.480994496719072,2.515788747868227,-0.1214055032809282,-0.0242112521317729,2.4-3.2 mm,0.1214055032809282,0.0242112521317729
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,3,loading,loading_d_265,direct_loading,2.65,6.2685,2.64,Block_L_d260_F490,4049.131574545513,3577.6221612104746,1009.0081981847544,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,6.239404994054178,2.6098004748458203,-0.0290950059458223,-0.0301995251541797,2.4-3.2 mm,0.0290950059458223,0.0301995251541797
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,4,loading,loading_d_275,direct_loading,2.75,6.99175,2.74,Block_L_d280_F490,4749.058900643331,3766.646320890961,590.2767279500611,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,6.907824959451498,2.7145757979668064,-0.0839250405485012,-0.0254242020331938,2.4-3.2 mm,0.0839250405485012,0.0254242020331938
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,5,loading,loading_d_285,direct_loading,2.85,7.79365,2.85,Block_L_d280_F490,4974.265318616222,3954.5472203614536,613.8911014317061,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,7.783836514521623,2.8030974990165896,-0.0098134854783777,-0.0469025009834105,2.4-3.2 mm,0.0098134854783777,0.0469025009834105
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,6,loading,loading_d_295,direct_loading,2.95,8.6717,2.95,Block_L_d300_F490,5403.415917852856,4142.030419990551,208.4709231452844,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,8.56757677914149,2.920446729194702,-0.1041232208585096,-0.0295532708052981,2.4-3.2 mm,0.1041232208585096,0.0295532708052981
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,7,preload,preload_d_320,preload_deep,3.2,11.1152,3.18,Block_L_d300_F490,5971.900694654577,4620.382081043176,212.75986181958424,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,11.139806074089268,3.138708181906018,0.0246060740892684,-0.041291818093982,2.4-3.2 mm,0.0246060740892684,0.041291818093982
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,8,unloading,unloading_d_295,return_unloading,2.95,7.2383,2.95,Block_L_d300_F490,5559.316493201152,4286.009576617033,203.3916471544601,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,7.145370112068717,2.9386535402586533,-0.0929298879312829,-0.0113464597413468,2.4-3.2 mm,0.0929298879312829,0.0113464597413468
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,9,unloading,unloading_d_285,return_unloading,2.85,5.91825,2.83,Block_L_d280_F490,5086.33875697998,4062.042286625974,608.9013182834784,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,5.882557261906348,2.798117740633423,-0.035692738093652,-0.031882259366577,2.4-3.2 mm,0.035692738093652,0.031882259366577
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,10,unloading,unloading_d_275,return_unloading,2.75,5.2891,2.74,Block_L_d280_F490,4936.852761152493,3943.7558940139374,590.1432681471528,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,5.160429445853835,2.7294489040754804,-0.128670554146165,-0.0105510959245198,2.4-3.2 mm,0.128670554146165,0.0105510959245198
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,11,unloading,unloading_d_265,return_unloading,2.65,4.4381,2.62,Block_L_d260_F430,4198.591321555486,3827.1883031703887,1157.0524393507658,7.924945039293909,apmd_local_identifiability_ridge,APMD local identifiability,4.264584951481226,2.588644003410389,-0.1735150485187739,-0.0313559965896113,2.4-3.2 mm,0.1735150485187739,0.0313559965896113
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,12,unloading,unloading_d_255,return_unloading,2.55,3.9862,2.54,Block_L_d260_F375,4057.812072541233,3745.583886780018,1452.5683137884723,7.516836414286701,apmd_local_identifiability_ridge,APMD local identifiability,3.931716910066166,2.516516063111834,-0.0544830899338339,-0.0234839368881658,2.4-3.2 mm,0.0544830899338339,0.0234839368881658
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_173504,3,3,3,13,unloading,unloading_d_245,return_unloading,2.45,3.59535,2.46,Block_L_d240_F375,3304.656284886272,3609.450132199484,1689.3754637524314,6.827502040891307,apmd_local_identifiability_ridge,APMD local identifiability,3.729179228644447,2.468249463775285,0.1338292286444469,0.008249463775285,2.4-3.2 mm,0.1338292286444469,0.008249463775285
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,1,loading,loading_d_245,direct_loading,2.45,4.6785,2.44,Block_L_d240_F490,3094.2000212816333,3261.0913507743544,2144.767828326131,4.2407773672278015,apmd_local_identifiability_ridge,APMD local identifiability,4.900974233559444,2.462770687259085,0.2224742335594438,0.0227706872590855,2.4-3.2 mm,0.2224742335594438,0.0227706872590855
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,2,loading,loading_d_255,direct_loading,2.55,5.3102,2.53,Block_L_d260_F490,3870.282105784858,3415.4858763695283,966.3728959600832,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,5.211046612411253,2.5449523863425485,-0.0991533875887471,0.0149523863425486,2.4-3.2 mm,0.0991533875887471,0.0149523863425486
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,3,loading,loading_d_265,direct_loading,2.65,5.9264,2.63,Block_L_d260_F490,4076.786649278059,3602.299953453116,1012.5789544188438,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,5.927082485945238,2.641769751216982,0.0006824859452381,0.011769751216982,2.4-3.2 mm,0.0006824859452381,0.011769751216982
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,4,loading,loading_d_275,direct_loading,2.75,6.5918,2.73,Block_L_d280_F490,4775.538840147931,3789.103943014143,591.0790741732949,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,6.5352856926332565,2.741430787022965,-0.0565143073667435,0.0114307870229648,2.4-3.2 mm,0.0565143073667435,0.0114307870229648
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,5,loading,loading_d_285,direct_loading,2.85,7.33285,2.83,Block_L_d280_F490,4997.807578311611,3976.6480447235663,612.9514585824126,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,7.357185358021404,2.831557549398296,0.0243353580214042,0.0015575493982957,2.4-3.2 mm,0.0243353580214042,0.0015575493982957
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,6,loading,loading_d_295,direct_loading,2.95,8.15025,2.94,Block_L_d300_F490,5427.189547788483,4167.586452336323,208.2860198400989,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,8.078854973666958,2.94520187122476,-0.0713950263330414,0.0052018712247599,2.4-3.2 mm,0.0713950263330414,0.0052018712247599
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,7,preload,preload_d_320,preload_deep,3.2,10.43995,3.19,Block_L_d300_F490,6012.175510088287,4656.039392693841,213.2269643922871,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,10.528480982463948,3.167091566135098,0.0885309824639488,-0.0229084338649019,2.4-3.2 mm,0.0885309824639488,0.0229084338649019
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,8,unloading,unloading_d_295,return_unloading,2.95,6.7663,2.96,Block_L_d300_F490,5588.502498284721,4313.790843634261,203.48977233320343,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,6.708871470615501,2.9685445584653603,-0.0574285293844996,0.0085445584653602,2.4-3.2 mm,0.0574285293844996,0.0085445584653602
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,9,unloading,unloading_d_285,return_unloading,2.85,5.548,2.83,Block_L_d280_F490,5125.47485785814,4100.002843188318,610.0957953232668,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,5.542162640767174,2.830948941638331,-0.0058373592328262,0.000948941638331,2.4-3.2 mm,0.0058373592328262,0.000948941638331
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,10,unloading,unloading_d_275,return_unloading,2.75,4.9677,2.75,Block_L_d280_F490,4974.9637173789215,3979.781364236224,589.4173031906271,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,4.867682545423349,2.762651628570973,-0.1000174545766503,0.012651628570973,2.4-3.2 mm,0.1000174545766503,0.012651628570973
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,11,unloading,unloading_d_265,return_unloading,2.65,4.47275,2.67,Block_L_d260_F430,4343.4035492060775,3961.201507358547,1190.6598982554465,7.924945039293909,apmd_local_identifiability_ridge,APMD local identifiability,4.38716325327936,2.66669154987817,-0.0855867467206392,-0.0033084501218301,2.4-3.2 mm,0.0855867467206392,0.0033084501218301
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,12,unloading,unloading_d_255,return_unloading,2.55,3.7758,2.55,Block_L_d260_F375,4098.579550945773,3784.665218763536,1459.4381087921722,7.516836414286701,apmd_local_identifiability_ridge,APMD local identifiability,3.7425962547476272,2.554997625673701,-0.0332037452523725,0.0049976256737016,2.4-3.2 mm,0.0332037452523725,0.0049976256737016
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_180702,1,1,1,13,unloading,unloading_d_245,return_unloading,2.45,3.1751,2.42,Block_L_d240_F320,3255.695635593456,2717.4695876875444,872.9930950492698,9.34939631219766,apmd_local_identifiability_ridge,APMD local identifiability,3.078338408939545,2.4241490077806302,-0.0967615910604551,0.0041490077806303,2.4-3.2 mm,0.0967615910604551,0.0041490077806303
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,1,loading,loading_d_245,direct_loading,2.45,5.00515,2.44,Block_L_d240_F490,3173.898448535983,3345.067674732476,2198.7039761197484,4.2407773672278015,apmd_local_identifiability_ridge,APMD local identifiability,4.887207261664761,2.488387041676603,-0.1179427383352393,0.048387041676603,2.4-3.2 mm,0.1179427383352393,0.048387041676603
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,2,loading,loading_d_255,direct_loading,2.55,5.6941,2.54,Block_L_d260_F490,3981.1630956528975,3515.7027947041006,991.8271043607448,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,5.644046386885925,2.576982651144496,-0.0500536131140743,0.0369826511444961,2.4-3.2 mm,0.0500536131140743,0.0369826511444961
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,3,loading,loading_d_265,direct_loading,2.65,6.3645,2.64,Block_L_d260_F490,4190.132641731132,3705.523037810095,1035.4737482300554,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,6.407227543557108,2.670795954885918,0.0427275435571079,0.0307959548859177,2.4-3.2 mm,0.0427275435571079,0.0307959548859177
