trial,hold_label,phase,control_mode,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,60,holding,force_hold,0.54000,0.519800,-0.020200,2.5700,-4.3600,1.8963,none,12.6200,-3780.8900,-3214.7270,-0.6010,-305.8345,-1664.0717,4962.8377
1,60,holding,force_hold,0.54000,0.521200,-0.018800,2.5700,-4.3600,1.9842,none,12.6200,-3780.8900,-3213.7600,-0.6010,-305.8345,-1663.1047,4962.2114
1,60,holding,force_hold,0.54000,0.520100,-0.019900,2.5700,-4.3600,2.0727,none,12.6200,-3781.4900,-3214.7270,-0.6010,-306.4345,-1664.0717,4963.2948
1,60,holding,force_hold,0.54000,0.519900,-0.020100,2.5700,-4.3600,2.1611,none,12.6200,-3779.0870,-3213.7600,-0.6010,-304.0315,-1663.1047,4960.8377
1,60,holding,force_hold,0.54000,0.520900,-0.019100,2.5700,-4.3600,2.2492,none,12.6200,-3779.6870,-3213.7600,-0.6010,-304.6315,-1663.1047,4961.2948
1,60,holding,force_hold,0.54000,0.522100,-0.017900,2.5700,-4.3600,2.3378,none,12.0190,-3780.8900,-3214.7270,-1.2020,-305.8345,-1664.0717,4962.8362
1,60,holding,force_hold,0.54000,0.520600,-0.019400,2.5700,-4.3600,2.4262,none,12.6200,-3779.0870,-3214.7270,-0.6010,-304.0315,-1664.0717,4961.4642
1,60,holding,force_hold,0.54000,0.522300,-0.017700,2.5700,-4.3600,2.5146,none,12.6200,-3779.0870,-3214.7270,-0.6010,-304.0315,-1664.0717,4961.4642
1,60,holding,force_hold,0.54000,0.520200,-0.019800,2.5700,-4.3600,2.6031,none,12.6200,-3779.0870,-3212.7920,-0.6010,-304.0315,-1662.1367,4960.2107
1,60,holding,force_hold,0.54000,0.520900,-0.019100,2.5700,-4.3600,2.6911,none,12.6200,-3779.0870,-3213.7600,-0.6010,-304.0315,-1663.1047,4960.8377
1,60,holding,force_hold,0.54000,0.521100,-0.018900,2.5700,-4.3600,2.7798,none,12.0190,-3779.0870,-3213.7600,-1.2020,-304.0315,-1663.1047,4960.8363
1,60,holding,force_hold,0.54000,0.520400,-0.019600,2.5700,-4.3600,2.8682,none,12.0190,-3778.4850,-3213.7600,-1.2020,-303.4295,-1663.1047,4960.3777
1,60,holding,force_hold,0.54000,0.521100,-0.018900,2.5700,-4.3600,2.9564,none,12.6200,-3779.0870,-3213.7600,-0.6010,-304.0315,-1663.1047,4960.8377
1,60,holding,force_hold,0.54000,0.519300,-0.020700,2.5700,-4.3600,3.0449,none,12.0190,-3778.4850,-3212.7920,-1.2020,-303.4295,-1662.1367,4959.7506
1,60,holding,force_hold,0.54000,0.518400,-0.021600,2.5700,-4.3600,3.1331,none,13.2210,-3779.0870,-3213.7600,0.0000,-304.0315,-1663.1047,4960.8393
1,60,holding,force_hold,0.54000,0.518100,-0.021900,2.5700,-4.3600,3.2216,none,12.0190,-3780.2890,-3214.7270,-1.2020,-305.2335,-1664.0717,4962.3784
1,60,holding,force_hold,0.54000,0.520200,-0.019800,2.5700,-4.3600,3.3101,none,12.6200,-3779.6870,-3213.7600,-0.6010,-304.6315,-1663.1047,4961.2948
1,60,holding,force_hold,0.54000,0.522100,-0.017900,2.5700,-4.3600,3.3982,none,12.6200,-3778.4850,-3213.7600,-0.6010,-303.4295,-1663.1047,4960.3792
1,60,holding,force_hold,0.54000,0.520900,-0.019100,2.5700,-4.3600,3.4868,none,13.2210,-3779.0870,-3212.7920,0.0000,-304.0315,-1662.1367,4960.2123
1,60,holding,force_hold,0.54000,0.522900,-0.017100,2.5700,-4.3600,3.5752,none,12.0190,-3777.8850,-3212.7920,-1.2020,-302.8295,-1662.1367,4959.2935
1,60,holding,force_hold,0.54000,0.520800,-0.019200,2.5700,-4.3600,3.6634,none,12.6200,-3777.8850,-3213.7600,-0.6010,-302.8295,-1663.1047,4959.9221
1,60,holding,force_hold,0.54000,0.519400,-0.020600,2.5700,-4.3600,3.7519,none,12.6200,-3777.8850,-3212.7920,-0.6010,-302.8295,-1662.1367,4959.2950
1,60,holding,force_hold,0.54000,0.519800,-0.020200,2.5700,-4.3600,3.8402,none,12.6200,-3779.0870,-3213.7600,-0.6010,-304.0315,-1663.1047,4960.8377
1,60,holding,force_hold,0.54000,0.520900,-0.019100,2.5700,-4.3600,3.9289,none,13.2210,-3779.0870,-3212.7920,0.0000,-304.0315,-1662.1367,4960.2123
1,60,holding,force_hold,0.54000,0.521500,-0.018500,2.5700,-4.3600,4.0171,none,12.6200,-3777.8850,-3212.7920,-0.6010,-302.8295,-1662.1367,4959.2950
1,60,holding,force_hold,0.54000,0.520400,-0.019600,2.5700,-4.3600,4.1052,none,12.0190,-3778.4850,-3213.7600,-1.2020,-303.4295,-1663.1047,4960.3777
1,60,holding,force_hold,0.54000,0.518400,-0.021600,2.5700,-4.3600,4.1938,none,12.6200,-3777.8850,-3212.7920,-0.6010,-302.8295,-1662.1367,4959.2950
1,60,holding,force_hold,0.54000,0.517800,-0.022200,2.5700,-4.3600,4.2822,none,12.6200,-3779.0870,-3213.7600,-0.6010,-304.0315,-1663.1047,4960.8377
1,60,holding,force_hold,0.54000,0.521300,-0.018700,2.5700,-4.3600,4.3706,none,13.2210,-3777.8850,-3211.8240,0.0000,-302.8295,-1661.1687,4958.6695
1,60,holding,force_hold,0.54000,0.518900,-0.021100,2.5700,-4.3600,4.4590,none,12.0190,-3777.2830,-3211.8240,-1.2020,-302.2275,-1661.1687,4958.2078
1,60,holding,force_hold,0.54000,0.519000,-0.021000,2.5700,-4.3600,4.5471,none,13.2210,-3777.2830,-3213.7600,0.0000,-302.2275,-1663.1047,4959.4652
1,60,holding,force_hold,0.54000,0.520100,-0.019900,2.5700,-4.3600,4.6357,none,12.0190,-3776.6830,-3212.7920,-1.2020,-301.6275,-1662.1367,4958.3779
1,60,holding,force_hold,0.54000,0.520300,-0.019700,2.5700,-4.3600,4.7241,none,12.6200,-3777.8850,-3212.7920,-0.6010,-302.8295,-1662.1367,4959.2950
1,60,holding,force_hold,0.54000,0.518900,-0.021100,2.5700,-4.3600,4.8123,none,12.0190,-3777.8850,-3211.8240,-1.2020,-302.8295,-1661.1687,4958.6664
1,60,holding,force_hold,0.54000,0.518300,-0.021700,2.5700,-4.3600,4.9009,none,13.2210,-3777.2830,-3212.7920,0.0000,-302.2275,-1662.1367,4958.8380
1,60,holding,force_hold,0.54000,0.520600,-0.019400,2.5700,-4.3600,4.9891,none,12.6200,-3777.8850,-3210.8550,-0.6010,-302.8295,-1660.1997,4958.0404
1,60,holding,force_hold,0.54000,0.524700,-0.015300,2.5700,-4.3600,5.0774,none,13.2210,-3777.2830,-3212.7920,0.0000,-302.2275,-1662.1367,4958.8380
1,60,holding,force_hold,0.54000,0.520600,-0.019400,2.5700,-4.3600,5.1660,none,12.0190,-3777.2830,-3211.8240,-1.2020,-302.2275,-1661.1687,4958.2078
1,60,holding,force_hold,0.54000,0.517100,-0.022900,2.5700,-4.3600,5.2542,none,13.2210,-3777.2830,-3212.7920,0.0000,-302.2275,-1662.1367,4958.8380
1,60,holding,force_hold,0.54000,0.518000,-0.022000,2.5700,-4.3600,5.3427,none,12.0190,-3776.6830,-3211.8240,-1.2020,-301.6275,-1661.1687,4957.7507
1,60,holding,force_hold,0.54000,0.521300,-0.018700,2.5700,-4.3600,5.4311,none,12.0190,-3777.2830,-3211.8240,-1.2020,-302.2275,-1661.1687,4958.2078
1,60,holding,force_hold,0.54000,0.520400,-0.019600,2.5700,-4.3600,5.5193,none,12.6200,-3776.6830,-3211.8240,-0.6010,-301.6275,-1661.1687,4957.7522
1,60,holding,force_hold,0.54000,0.518900,-0.021100,2.5700,-4.3600,5.6078,none,12.6200,-3777.2830,-3211.8240,-0.6010,-302.2275,-1661.1687,4958.2093
1,60,holding,force_hold,0.54000,0.521400,-0.018600,2.5700,-4.3600,5.6962,none,12.6200,-3776.6830,-3211.8240,-0.6010,-301.6275,-1661.1687,4957.7522
1,60,holding,force_hold,0.54000,0.519800,-0.020200,2.5700,-4.3600,5.7844,none,12.0190,-3776.0820,-3210.8550,-1.2020,-301.0265,-1660.1997,4956.6652
1,60,holding,force_hold,0.54000,0.518600,-0.021400,2.5700,-4.3600,5.8729,none,13.2210,-3776.6830,-3212.7920,0.0000,-301.6275,-1662.1367,4958.3810
1,60,holding,force_hold,0.54000,0.520200,-0.019800,2.5700,-4.3600,5.9612,none,13.2210,-3777.8850,-3211.8240,0.0000,-302.8295,-1661.1687,4958.6695
1,60,holding,force_hold,0.54000,0.520900,-0.019100,2.5700,-4.3600,6.0498,none,13.2210,-3777.2830,-3211.8240,0.0000,-302.2275,-1661.1687,4958.2109
1,60,holding,force_hold,0.54000,0.518400,-0.021600,2.5700,-4.3600,6.1381,none,13.2210,-3776.6830,-3210.8550,0.0000,-301.6275,-1660.1997,4957.1261
1,60,holding,force_hold,0.54000,0.516700,-0.023300,2.5700,-4.3600,6.2263,none,12.0190,-3776.0820,-3211.8240,-1.2020,-301.0265,-1661.1687,4957.2929
1,60,holding,force_hold,0.54000,0.516900,-0.023100,2.5900,-4.3800,6.3148,down,12.0190,-3776.6830,-3210.8550,-1.2020,-301.6275,-1660.1997,4957.1230
1,60,holding,force_hold,0.54000,0.519000,-0.021000,2.6100,-4.4000,10.5420,down,13.2210,-3776.6830,-3209.8880,0.0000,-301.6275,-1659.2327,4956.4998
1,60,holding,force_hold,0.54000,0.519300,-0.020700,2.6300,-4.4200,14.6831,down,13.2210,-3776.6830,-3211.8240,0.0000,-301.6275,-1661.1687,4957.7538
1,60,holding,force_hold,0.54000,0.518600,-0.021400,2.6500,-4.4400,18.8358,down,12.6200,-3776.0820,-3212.7920,-0.6010,-301.0265,-1662.1367,4957.9216
1,60,holding,force_hold,0.54000,0.520000,-0.020000,2.6700,-4.4600,22.9727,down,12.6200,-3775.4800,-3209.8880,-0.6010,-300.4245,-1659.2327,4955.5816
1,60,holding,force_hold,0.54000,0.519800,-0.020200,2.6900,-4.4800,27.1238,down,12.6200,-3775.4800,-3210.8550,-0.6010,-300.4245,-1660.1997,4956.2081
1,60,holding,force_hold,0.54000,0.519700,-0.020300,2.7100,-4.5000,31.2520,down,13.8220,-3774.8800,-3210.8550,0.6010,-299.8245,-1660.1997,4955.7542
1,60,holding,force_hold,0.54000,0.517700,-0.022300,2.7200,-4.5100,35.3930,down,12.6200,-3776.0820,-3211.8240,-0.6010,-301.0265,-1661.1687,4957.2944
1,60,holding,force_hold,0.54000,0.516600,-0.023400,2.7200,-4.5100,39.5358,down,12.0190,-3774.8800,-3210.8550,-1.2020,-299.8245,-1660.1997,4955.7495
1,60,holding,force_hold,0.54000,0.519700,-0.020300,2.7200,-4.5100,43.7098,down,12.0190,-3776.6830,-3211.8240,-1.2020,-301.6275,-1661.1687,4957.7507
